type,city,community,label,centroid_x,centroid_y,geometry,date,case_7day_rate,supdist,area_pct,population,split_pop,supdistlabel,supdistlabel_rep,add_label,rank,dotlabel
City,Los Angeles,Hyde Park,Los Angeles - Hyde Park,-118.32804810295538,33.98308295972287,"list(list(c(-118.317120444555, -118.317130957612, -118.317644476811, -118.31774222774, -118.317747687537, -118.326569999959, -118.326579361185, -118.333066349036, -118.333069869689, -118.335218578295, -118.335316542428, -118.335281070604, -118.340680879114, -118.340672504509, -118.34395129465, -118.343923523662, -118.342486930805, -118.342474778126, -118.337251263894, -118.337282755102, -118.33216429334, -118.332175330347, -118.317120444555, 33.9950359390224, 33.9891018975741, 33.9888130521896, 33.9745850473997, 
33.9708084417086, 33.9707859136824, 33.9672662214808, 33.9672436775051, 33.9726899300962, 33.972677796328, 33.9744921440164, 33.9816964544066, 33.9817270120873, 33.9853439134011, 33.9853229334413, 33.989403594025, 33.9894148930485, 33.9884600440481, 33.9884902127179, 33.9963078049309, 33.9963309322279, 33.9949549076239, 33.9950359390224)))",2021-07-09,70,2,1,28541,28541,District 2,District 2 - H. Mitchell,0,0.21794871794871795,NA
City,Los Angeles,Jefferson Park,Los Angeles - Jefferson Park,-118.32276866590531,34.024250114708536,"list(list(c(-118.317657561894, -118.31765887174, -118.318236427862, -118.321782521776, -118.327514812844, -118.327147327351, -118.328334782725, -118.328234378806, -118.328235357664, -118.317657561894, 34.0296511409128, 34.0191271381509, 34.0182741207832, 34.0183478429184, 34.019676134811, 34.0210620579454, 34.021337056285, 34.0256078640046, 34.0296441414197, 34.0296511409128)))",2021-07-09,50,2,1,8073,8073,District 2,District 2 - H. Mitchell,0,0.34615384615384615,NA
City,Los Angeles,Koreatown,Los Angeles - Koreatown,-118.30434574279344,34.05458831684571,"list(list(c(-118.291619774441, -118.291597815528, -118.317588731505, -118.315692317638, -118.315032442397, -118.316494732765, -118.315447815838, -118.315452627637, -118.31816472375, -118.317379231589, -118.319471531746, -118.317878304185, -118.314191966979, -118.309084266882, -118.291638567787, -118.291619774441, 34.0549811101305, 34.0472599865498, 34.0471710692299, 34.051564053098, 34.0525419584478, 34.052491077633, 34.05413601464, 34.0558499889304, 34.0558390958926, 34.0580810242838, 34.0587171370152, 
34.0616990068909, 34.0616949137289, 34.0616929800155, 34.0617930415829, 34.0549811101305)))",2021-07-09,43,2,0.9999999727209481,51693,51692.99858986397,District 2,District 2 - H. Mitchell,0,0.48717948717948717,Koreatown
City,Los Angeles,Lafayette Square,Los Angeles - Lafayette Square,-118.33489188496425,34.04340118119879,"list(list(c(-118.334296882262, -118.328418144242, -118.33105309505, -118.337374073893, -118.339801787884, -118.338145319886, -118.34113936109, -118.340386226179, -118.337512611214, -118.334296882262, 34.0466608920525, 34.0446841284192, 34.0398671226616, 34.0398458480201, 34.039836979308, 34.0440551517186, 34.0448769320593, 34.0467819609849, 34.0471870952231, 34.0466608920525)))",2021-07-09,22,2,1,4559,4559,District 2,District 2 - H. Mitchell,0,0.8717948717948718,NA
City,Los Angeles,Lake Balboa,Los Angeles - Lake Balboa,-118.49822850602,34.19894863144401,"list(list(c(-118.474024710531, -118.518480619186, -118.518575263693, -118.518596045792, -118.509864299129, -118.509877325811, -118.50266647592, -118.50255142474, -118.501532285176, -118.50114467222, -118.501132551458, -118.494388592808, -118.494383522701, -118.493987347256, -118.492958460914, -118.492392683765, -118.49238456509, -118.485835234782, -118.485882732372, -118.485744470399, -118.474933954631, -118.474926707872, -118.473380594016, -118.474009534643, -118.474204703668, -118.474024710531, 
34.1866451139172, 34.1866131667358, 34.1938689538983, 34.2084008301166, 34.2084111510268, 34.2211081407642, 34.2212080384094, 34.2202299186664, 34.2182549687339, 34.2167788889903, 34.2084208417515, 34.208426948139, 34.2047770651366, 34.2034988469354, 34.2026051661282, 34.2011631034085, 34.193895961195, 34.1939018336199, 34.2083198902634, 34.2084320787903, 34.2084399631932, 34.2010591280997, 34.2010600347866, 34.1979558790401, 34.195926131906, 34.1866451139172)))",2021-07-09,50,3,1,42206,42206,District 3,District 3 - S. Kuehl,0,0.5283018867924528,NA
City,Los Angeles,Lakeview Terrace,Los Angeles - Lakeview Terrace,-118.37398014418768,34.27464937278464,"list(list(c(-118.351737931471, -118.348152794345, -118.319920341806, -118.317144511484, -118.316156732615, -118.316396535916, -118.316249320619, -118.317173082564, -118.31731031964, -118.317893652196, -118.320190469641, -118.322388784531, -118.323845458084, -118.325394464905, -118.32852724514, -118.330830918192, -118.33166436665, -118.334486266293, -118.336506303715, -118.338101786015, -118.339428312266, -118.340752652695, -118.342614279688, -118.345957955548, -118.347851584457, -118.361483532297, 
-118.372959811664, -118.373013301853, -118.361446403305, -118.361508536024, -118.360291732875, -118.356751738251, -118.356175635749, -118.344458265623, -118.341860284245, -118.340253658955, -118.33871729969, -118.335803485278, -118.337338012025, -118.340258564738, -118.342614474755, -118.34448212166, -118.347766631124, -118.350247618111, -118.352942569007, -118.354206346936, -118.356470885704, -118.364179729755, -118.365978413303, -118.368585212854, -118.369283504711, -118.372124795265, -118.372928669516, 
-118.375556201408, -118.377451473494, -118.378061078315, -118.381685689756, -118.382665149108, -118.38470927166, -118.390897244078, -118.390933239261, -118.393668777138, -118.395125242644, -118.396000999948, -118.396876900946, -118.401912124526, -118.401135350384, -118.401390308818, -118.400700164498, -118.400406888894, -118.395528281873, -118.398680516095, -118.397603505634, -118.400848272896, -118.401832970524, -118.408143492547, -118.407488136911, -118.406171006752, -118.40158661492, -118.400609175598, 
-118.39981909945, -118.396968073965, -118.396743775027, -118.393720818128, -118.393644962125, -118.387387006731, -118.387380221266, -118.382867302324, -118.382941734419, -118.382370609822, -118.382372210905, -118.386864952137, -118.386916226559, -118.384618581159, -118.384618029216, -118.385761247359, -118.381860577191, -118.377109284552, -118.374816459884, -118.374685268403, -118.373526498474, -118.37351002138, -118.369810423557, -118.370212615912, -118.370683315879, -118.371339540285, -118.370175626542, 
-118.369515507836, -118.368900515123, -118.367281542331, -118.364286460909, -118.361314233359, -118.360519101802, -118.354734629744, -118.35174042952, -118.351737931471, 34.2794355221206, 34.2790178998842, 34.2788220249917, 34.2787771173661, 34.2779920883429, 34.2766329774489, 34.2753459787971, 34.2745370587192, 34.2736319586704, 34.2729630368755, 34.2733039052993, 34.2729899652893, 34.2730561488608, 34.2734569653762, 34.2721480694983, 34.271707974664, 34.2719560958652, 34.2719878338396, 34.2726310804204, 
34.2722350619805, 34.2736688386075, 34.2741511509252, 34.2740789179726, 34.273000138904, 34.2726718366375, 34.2744891346913, 34.2745240565158, 34.2739018379807, 34.273177129355, 34.272237853493, 34.2713848265342, 34.2717779512641, 34.2725150508651, 34.2709369747554, 34.2702109957736, 34.2694838966599, 34.2685288492079, 34.2657791199035, 34.2658919823165, 34.2670341434553, 34.2676770305473, 34.2678960276311, 34.2677750051515, 34.2658670022574, 34.2660580547083, 34.2659279605025, 34.2660830965121, 
34.2661738472209, 34.2657558966379, 34.2635908960283, 34.2628320689091, 34.2591130312701, 34.2582978701357, 34.2567869947761, 34.2558310174744, 34.2552510281557, 34.2558060625279, 34.2543380016424, 34.2562691284914, 34.2572069450619, 34.2574730311253, 34.2582370109086, 34.2589999573643, 34.2587350161984, 34.2598931314484, 34.2646578517947, 34.2665891041775, 34.2676431066497, 34.269701845475, 34.2713539552234, 34.274909960942, 34.2778900144254, 34.2786839179716, 34.2815859847816, 34.2808689561214, 
34.2868210793875, 34.2871890995469, 34.2859301812882, 34.2864266951007, 34.2914273144063, 34.2934046283135, 34.2933250441221, 34.2969825328856, 34.2969790017521, 34.2987962898368, 34.2987886449417, 34.2969709385988, 34.2969639928318, 34.2933434151334, 34.2933428152587, 34.2915250813492, 34.291527988165, 34.2897341399925, 34.2897311544031, 34.2881751637575, 34.2848211644197, 34.2839043976449, 34.2833703957194, 34.2836643253791, 34.282831777716, 34.2831750654537, 34.286150047658, 34.286140449368, 34.2853852695177, 
34.2832858172396, 34.2823395639016, 34.281898313213, 34.2834621594634, 34.2832579433871, 34.2805888267448, 34.2807672123136, 34.2797284858638, 34.2799592743409, 34.2788638073176, 34.2788502154406, 34.2794355221206)))",2021-07-09,23,3,0.6299642890052606,13133,8273.321007506087,District 3,District 3 - S. Kuehl,0,0.8867924528301887,NA
City,Los Angeles,Leimert Park,Los Angeles - Leimert Park,-118.3245301013949,34.006033637381066,"list(list(c(-118.318236427862, -118.317091331453, -118.317069746766, -118.317108847656, -118.317120444555, -118.332175330347, -118.33216429334, -118.331628199478, -118.331485317368, -118.332320346839, -118.334019033379, -118.33525368791, -118.335678874477, -118.335094624558, -118.335096223322, -118.32707617059, -118.327078606296, -118.327514812844, -118.321782521776, -118.318236427862, 34.0182741207832, 34.0182719819578, 34.0108318403618, 34.0107008706884, 33.9950359390224, 33.9949549076239, 33.9963309322279, 
33.996333437045, 34.0014915769536, 34.0032307419765, 34.0047617672694, 34.0065760591903, 34.0081095619334, 34.0084649737677, 34.0109249999386, 34.010875898126, 34.018254951323, 34.019676134811, 34.0183478429184, 34.0182741207832)))",2021-07-09,105,2,1,15235,15235,District 2,District 2 - H. Mitchell,0,0.038461538461538464,NA
City,Los Angeles,Lincoln Heights,Los Angeles - Lincoln Heights,-118.20536386656008,34.08115650574893,"list(list(c(-118.190058880428, -118.190599877088, -118.190795473121, -118.191293926495, -118.191120583781, -118.19141200137, -118.190778792699, -118.191434555922, -118.192849733611, -118.19284372856, -118.191898189529, -118.192402560788, -118.191455007388, -118.193052698872, -118.192184539297, -118.192882892066, -118.191814681742, -118.19346834536, -118.193399873033, -118.194305209112, -118.195332180498, -118.196370082787, -118.196746616528, -118.201493412562, -118.203326392579, -118.207546735409, 
-118.214088121267, -118.21484756073, -118.215864318395, -118.215268581793, -118.215453316401, -118.215616688529, -118.2179082896, -118.22242368263, -118.224793806471, -118.226553363404, -118.227234385565, -118.225661207578, -118.219036524444, -118.21769831142, -118.21312344579, -118.211444972441, -118.211674137654, -118.212737190033, -118.212242610912, -118.212963467497, -118.213811565596, -118.21480894942, -118.211871418358, -118.211900859593, -118.212167165639, -118.211274274821, -118.209846631146, 
-118.207755490479, -118.20651023818, -118.20403461857, -118.205149236652, -118.203218610489, -118.204550519731, -118.205510711215, -118.20305895464, -118.20055596769, -118.199571392356, -118.197376708275, -118.196448787002, -118.19304964575, -118.19102226281, -118.18962159531, -118.191332706131, -118.189559545814, -118.190437427616, -118.189689545333, -118.190058880428, 34.097219853472, 34.0969098664524, 34.0943279332191, 34.0927560506708, 34.0913370493214, 34.0895078805675, 34.0891880689686, 34.0870969329231, 
34.0870898734144, 34.0859179162382, 34.0854869758671, 34.0843660738001, 34.0837678570169, 34.0820180129322, 34.0814691356998, 34.0807030852543, 34.080036023061, 34.0782479581165, 34.0779128284419, 34.0724441469595, 34.068211117721, 34.0658658473179, 34.0645150011742, 34.065404010759, 34.0655991285183, 34.0651818306933, 34.0608658779175, 34.060247975886, 34.0633931588199, 34.0634811241705, 34.0659820415211, 34.0736410915052, 34.0736091570705, 34.0716410090867, 34.071973922677, 34.0797330254808, 34.0812180007892, 
34.0813789520175, 34.0864310846909, 34.0874529634767, 34.0897909715551, 34.0908350201678, 34.0893799648523, 34.0879100478167, 34.0875849512763, 34.0859809875919, 34.0824869458739, 34.0792849381753, 34.07925302987, 34.0830529387366, 34.0838830152899, 34.085367055986, 34.0863168725264, 34.0874168875703, 34.0886971260035, 34.0919908766589, 34.0926240904707, 34.0953058404811, 34.0949590783745, 34.0952339538566, 34.0989288336231, 34.1013240063321, 34.101927076582, 34.1027660345138, 34.1028949789522, 34.1028719482744, 
34.103961952984, 34.103938054382, 34.1010439100973, 34.1006101368214, 34.0988219533822, 34.0982158507043, 34.097219853472)))",2021-07-09,28,1,1,32597,32597,District 1,District 1 - H. Solis,0,0.46,NA
City,Los Angeles,Little Armenia,Los Angeles - Little Armenia,-118.30485511599008,34.09445691324095,"list(list(c(-118.307063585372, -118.300515222552, -118.300482376994, -118.30917522074, -118.309238667356, -118.307063585372, 34.0981078438045, 34.0981239645733, 34.0908219050519, 34.0907700892242, 34.0981029835431, 34.0981078438045)))",2021-07-09,25,3,0.9995712199869377,8025,8021.559040395175,District 3,District 3 - S. Kuehl,0,0.8301886792452831,NA
City,Los Angeles,Little Bangladesh,Los Angeles - Little Bangladesh,-118.30037691120349,34.06537761392777,"list(list(c(-118.291638567787, -118.309084266882, -118.309114424305, -118.29166222421, -118.291638567787, 34.0617930415829, 34.0616929800155, 34.068961032613, 34.0690518364403, 34.0617930415829)))",2021-07-09,21,2,0.9999996735552531,28343,28342.99074757654,District 2,District 2 - H. Mitchell,0,0.9230769230769231,NA
City,Los Angeles,Longwood,Los Angeles - Longwood,-118.34354787855291,34.03609733215855,"list(list(c(-118.339801787884, -118.337374073893, -118.338089474485, -118.339355604345, -118.341693123646, -118.3433978228, -118.35090475533, -118.350048643856, -118.347469468044, -118.348039113244, -118.346271282115, -118.345416988886, -118.344713332743, -118.339801787884, 34.039836979308, 34.0398458480201, 34.0388120204171, 34.0356260858997, 34.032553897109, 34.0325480300364, 34.0325188881222, 34.0341869281936, 34.0346419385632, 34.03510812343, 34.0378171151875, 34.0399608439686, 34.0398199656955, 
34.039836979308)))",2021-07-09,46,2,1,4304,4304,District 2,District 2 - H. Mitchell,0,0.44871794871794873,NA
City,Los Angeles,Los Feliz,Los Angeles - Los Feliz,-118.29967190420378,34.13174930507019,"list(list(c(-118.307796088812, -118.307248267259, -118.304334939211, -118.298826836561, -118.29741331451, -118.295469395834, -118.291450694731, -118.287960069639, -118.282668591819, -118.280541739856, -118.279314564432, -118.278982675457, -118.278336496812, -118.278148289914, -118.278183749799, -118.27708085198, -118.275126304131, -118.272407360023, -118.271932300964, -118.270071798831, -118.269966618675, -118.267350581671, -118.265391425496, -118.265960552065, -118.265399707446, -118.263534775216, 
-118.263415415741, -118.266089486984, -118.271480514164, -118.273458307279, -118.276672963796, -118.278756774471, -118.281449864891, -118.285238142626, -118.285219480412, -118.291769777075, -118.3005365375, -118.300556185333, -118.309282101627, -118.316904249175, -118.316929257046, -118.317126235133, -118.316261138407, -118.316091991546, -118.316324721704, -118.316255794883, -118.318489246396, -118.318642434686, -118.319301740291, -118.318110492093, -118.317497493019, -118.31688941109, -118.316555300077, 
-118.316013704751, -118.316349216024, -118.317328943622, -118.318213604473, -118.319344293171, -118.319084292947, -118.32006331311, -118.320322520077, -118.321273448342, -118.322170580532, -118.324038587391, -118.324898556853, -118.324712109906, -118.325568107255, -118.326470504089, -118.326909918881, -118.326965953942, -118.33452978594, -118.334577866581, -118.336111318882, -118.337072640651, -118.334324832435, -118.331947301401, -118.332571458513, -118.331028258687, -118.330067163866, -118.329026093708, 
-118.325721325552, -118.322109913181, -118.317676304048, -118.315818243017, -118.312906168573, -118.312319806031, -118.310320092412, -118.308727675631, -118.307796088812, 34.1611585144718, 34.1609562204018, 34.1588398189283, 34.1576029270567, 34.1588735294191, 34.1587951710897, 34.1557077194977, 34.1556683388464, 34.1567772292732, 34.1563421783657, 34.1550937032532, 34.1532035845715, 34.1532050738553, 34.149787830762, 34.1480291068262, 34.1438449006681, 34.1369120003228, 34.1275180088895, 34.1262268887986, 
34.1220659647413, 34.1212129836303, 34.1157649496301, 34.1136839725066, 34.1129239645037, 34.1121300305028, 34.1079329519187, 34.1072709744663, 34.1077621377729, 34.1092051470588, 34.1109098673024, 34.1109818949646, 34.1107500632409, 34.111924033905, 34.1111419681786, 34.1017978543997, 34.101780154235, 34.1017569499428, 34.1053851311178, 34.1053809734386, 34.1052619572424, 34.1096808267238, 34.111967920433, 34.1138370287975, 34.1149740630319, 34.1171078708054, 34.1198480320335, 34.1198390756454, 
34.1210219786367, 34.1223598308956, 34.1231938629802, 34.124475986891, 34.1248808344379, 34.126959108835, 34.1274760972362, 34.1283830509979, 34.1283828872181, 34.1277138570009, 34.1287420174204, 34.131179044705, 34.1305540613292, 34.1313670915181, 34.1311729024654, 34.1298821011291, 34.1288710394748, 34.1273879660193, 34.1266001680509, 34.1258030401664, 34.1258919739015, 34.1275700853126, 34.1342929728093, 34.1342248758131, 34.1346788305343, 34.1371778991865, 34.1416020642765, 34.144534130114, 34.1467101364341, 
34.1478316183652, 34.1483177637437, 34.149747574581, 34.1501807996814, 34.1532529511716, 34.1557271351382, 34.1563128291198, 34.154453257946, 34.1539933458072, 34.1549665818516, 34.1607601463388, 34.1614450101478, 34.1611585144718)))",2021-07-09,32,3,0.9998693363722965,21608,21605.176620332582,District 3,District 3 - S. Kuehl,0,0.7547169811320755,NA
City,Los Angeles,Manchester Square,Los Angeles - Manchester Square,-118.31119132308001,33.967273109375355,"list(list(c(-118.304620120757, -118.304646230081, -118.317742851845, -118.317747687537, -118.31774222774, -118.304620120757, 33.9745701177638, 33.9599878508388, 33.9599719264121, 33.9708084417086, 33.9745850473997, 33.9745701177638)))",2021-07-09,82,2,1,8536,8536,District 2,District 2 - H. Mitchell,0,0.10256410256410256,NA
City,Los Angeles,Mar Vista,Los Angeles - Mar Vista,-118.43695746261908,34.01324539972913,"list(list(c(-118.429918521698, -118.431423693106, -118.419674258674, -118.421365463081, -118.420057085749, -118.41936770801, -118.41734879179, -118.421077606774, -118.418167250305, -118.41915231057, -118.420407347291, -118.425887594116, -118.428352150736, -118.430685010917, -118.430367783783, -118.435518571473, -118.435738037488, -118.442457139752, -118.443355301267, -118.441333733607, -118.440170350116, -118.441965981776, -118.446258338094, -118.454787704703, -118.456239938326, -118.44351742671, 
-118.445926665007, -118.453000296382, -118.443660216766, -118.441702294328, -118.437893197328, -118.43704342448, -118.433478101479, -118.429918521698, 34.0268610440341, 34.026264879187, 34.0113777530581, 34.0104155993581, 34.0087597541576, 34.0091368933928, 34.0065794351362, 34.0043558161389, 34.0006707269455, 34.000056594558, 33.998676573577, 33.9980809914971, 34.0013185424369, 34.0000843426708, 33.9996664229187, 33.9969409417492, 33.9969549193453, 33.9935986698279, 33.9953131409577, 33.9967099468494, 
33.9969398648327, 33.9992978524475, 33.9971421455831, 34.0082711668489, 34.0098608313208, 34.0165759861227, 34.0194200986872, 34.0279613206051, 34.0326200090706, 34.0337380199177, 34.0355888558391, 34.0343529823705, 34.0313579344762, 34.0268610440341)))",2021-07-09,42,2,0.9984377554766938,42471,42404.64991285066,District 2,District 2 - H. Mitchell,0,0.5128205128205128,NA
City,Los Angeles,Marina Peninsula,Los Angeles - Marina Peninsula,-118.46039335452913,33.97241127448151,"list(list(c(-118.463283347111, -118.462231081698, -118.461421613289, -118.458643017015, -118.454674331883, -118.454952364283, -118.453068870149, -118.459357993131, -118.459851858173, -118.461177599115, -118.463910001258, -118.468135102265, -118.46683319995, -118.463479874046, -118.463283347111, 33.9810008315727, 33.9797985494846, 33.9783572939331, 33.9751023803194, 33.9697813709547, 33.9696607904672, 33.9668622990079, 33.9638416144932, 33.9666971787701, 33.969386066332, 33.9732494093204, 33.978576681117, 
33.9790471472714, 33.9810488515615, 33.9810008315727)))",2021-07-09,69,3,0.9967160493050743,4360,4345.6819749701235,District 3,District 3 - S. Kuehl,0,0.24528301886792453,NA
City,Los Angeles,Melrose,Los Angeles - Melrose,-118.33458585331303,34.08272290498252,"list(list(c(-118.30917522074, -118.300482376994, -118.300450406574, -118.298831448716, -118.291709614071, -118.291684300711, -118.309147955197, -118.321607165887, -118.326405423848, -118.328165241762, -118.331464085016, -118.334213178503, -118.334702705408, -118.334141544502, -118.334149024964, -118.34404287778, -118.344022509849, -118.345618987536, -118.347226592671, -118.35319324521, -118.353211101928, -118.36143025308, -118.377650594222, -118.378798114999, -118.37716768877, -118.377219394483, 
-118.376892723667, -118.377224892822, -118.375165994751, -118.375169009844, -118.374310375579, -118.374305726006, -118.370293327342, -118.370299954494, -118.377033283125, -118.376947847379, -118.375750606392, -118.37412662894, -118.372496380138, -118.372484827149, -118.37030419438, -118.370305774102, -118.366430329189, -118.366438141626, -118.363274231666, -118.362810873948, -118.362800916525, -118.35279684939, -118.352799573588, -118.34339304645, -118.343397190101, -118.333191266928, -118.333171710782, 
-118.30917522074, 34.0907700892242, 34.0908219050519, 34.0846811661293, 34.0835630180441, 34.0835879816861, 34.07632987337, 34.0762469400149, 34.0761999846361, 34.0762228367164, 34.0757299768545, 34.0761249079811, 34.0761180200994, 34.0767290987452, 34.0788520141339, 34.0803111178943, 34.0802678884518, 34.0688930990808, 34.0688878544247, 34.0691769235336, 34.0703460209226, 34.0761388426757, 34.076103881793, 34.0760339943053, 34.07639621336, 34.0765940109574, 34.0781738817452, 34.0789645745243, 34.0801252047998, 
34.0801597832302, 34.0819362794713, 34.0819385995254, 34.0801617648991, 34.0801689785605, 34.0831576236188, 34.0830399338095, 34.0886311132074, 34.0889996245557, 34.0899571496503, 34.0902565543987, 34.0854381758682, 34.0856070053486, 34.0870826135452, 34.0871408007229, 34.088923809648, 34.0889539737268, 34.0887300392754, 34.0871960640623, 34.0871422257964, 34.0889623459262, 34.0888946469626, 34.0943278831104, 34.0943890902558, 34.0907241589682, 34.0907700892242)))",2021-07-09,60,3,0.8229814461192078,77696,63942.36643767796,District 3,District 3 - S. Kuehl,0,0.3584905660377358,NA
City,Los Angeles,Mid-city,Los Angeles - Mid-city,-118.35394415187034,34.049525883431734,"list(list(c(-118.335380893223, -118.33696429934, -118.333316949546, -118.334296882262, -118.337512611214, -118.340386226179, -118.344107586762, -118.351522115298, -118.356284646992, -118.361739334493, -118.363292390148, -118.364945091678, -118.369186840611, -118.368121497541, -118.366737255357, -118.366639035027, -118.366499187481, -118.363817431559, -118.363017877437, -118.359726630082, -118.358949103567, -118.347897431676, -118.347105241528, -118.340840290287, -118.335380893223, 34.0527389342103, 
34.0487449549722, 34.0484411326723, 34.0466608920525, 34.0471870952231, 34.0467819609849, 34.0462300822542, 34.0451291537919, 34.0445419189922, 34.0437271000158, 34.0433349865398, 34.0430878456523, 34.0430948730316, 34.0455420200619, 34.0505621403204, 34.0515018695144, 34.052359975775, 34.0581829403244, 34.0580489822008, 34.0558351095256, 34.0554420728204, 34.0514429365358, 34.0534600965226, 34.053305168857, 34.0527389342103)))",2021-07-09,80,2,1,15030,15030,District 2,District 2 - H. Mitchell,0,0.1282051282051282,NA
City,Los Angeles,Miracle Mile,Los Angeles - Miracle Mile,-118.35346857519517,34.05945567757353,"list(list(c(-118.344022509849, -118.344055947566, -118.344661618222, -118.345854651036, -118.345769033688, -118.34327654624, -118.342569364255, -118.342539661929, -118.341268917668, -118.340009243711, -118.340639744004, -118.339386698479, -118.340026985521, -118.333728690785, -118.335380893223, -118.340840290287, -118.347105241528, -118.347897431676, -118.358949103567, -118.359726630082, -118.363017877437, -118.363817431559, -118.376163323181, -118.376001532973, -118.372247646586, -118.372030529012, 
-118.372261685745, -118.361375146871, -118.361383414648, -118.347218737831, -118.347226592671, -118.345618987536, -118.344022509849, 34.0688930990808, 34.0621710064089, 34.0605219273027, 34.0576040484645, 34.0568589324537, 34.0544781372124, 34.0563270620228, 34.0571360527762, 34.0604549648289, 34.0604300085714, 34.0587808791478, 34.0587558977743, 34.0570778915226, 34.0569048268907, 34.0527389342103, 34.053305168857, 34.0534600965226, 34.0514429365358, 34.0554420728204, 34.0558351095256, 34.0580489822008, 
34.0581829403244, 34.0596001198359, 34.0599647180239, 34.0622017865475, 34.063865266258, 34.0642437617108, 34.0629671172905, 34.0648809915071, 34.0648981548745, 34.0691769235336, 34.0688878544247, 34.0688930990808)))",2021-07-09,67,2,0.8042221534105701,17985,14463.935429089104,District 2,District 2 - H. Mitchell,0,0.24358974358974358,NA
City,Los Angeles,Mission Hills,Los Angeles - Mission Hills,-118.45752801825785,34.26694200528384,"list(list(c(-118.452352254288, -118.443804948899, -118.435589175939, -118.43397575673, -118.433614778743, -118.435204289091, -118.435959590494, -118.440159318159, -118.443265889219, -118.442020261092, -118.443007323381, -118.443822771021, -118.444017967857, -118.443722688241, -118.442998345085, -118.450537200067, -118.451878672178, -118.47218762815, -118.472121111007, -118.471995818773, -118.471464985566, -118.469504201393, -118.468744235636, -118.46750695209, -118.467408548002, -118.467979720135, 
-118.464698734169, -118.463080312817, -118.459883214834, -118.457987266853, -118.455430655757, -118.455044497532, -118.452352254288, 34.281450222664, 34.2733817401845, 34.2793700420626, 34.2778469756619, 34.277815980274, 34.2760258634388, 34.2748700613687, 34.2671841160917, 34.2666180507711, 34.2648399071186, 34.2634249110848, 34.260862945337, 34.2592948974607, 34.2576008719428, 34.2561220642729, 34.2506190548762, 34.24993498061, 34.250069049056, 34.2573230789058, 34.2708648757013, 34.2738679941185, 
34.279535942362, 34.2824379195075, 34.2879010592594, 34.2895419346443, 34.2916209176023, 34.2883539358279, 34.2872499850663, 34.2853221522104, 34.2836939956917, 34.2795831663362, 34.2794901584307, 34.281450222664)))",2021-07-09,25,3,0.9999952773785765,24124,24123.88607148078,District 3,District 3 - S. Kuehl,0,0.8301886792452831,NA
City,Los Angeles,Mt. Washington,Los Angeles - Mt. Washington,-118.21637781464433,34.09955345578055,"list(list(c(-118.207954728614, -118.207953452214, -118.205319218869, -118.202161897049, -118.202963603766, -118.202462795569, -118.20055596769, -118.20305895464, -118.205510711215, -118.204550519731, -118.203218610489, -118.205149236652, -118.20403461857, -118.20651023818, -118.207755490479, -118.209846631146, -118.211274274821, -118.212167165639, -118.211900859593, -118.211871418358, -118.21480894942, -118.213811565596, -118.212963467497, -118.212242610912, -118.212737190033, -118.211674137654, 
-118.211444972441, -118.21312344579, -118.21769831142, -118.219036524444, -118.221264389576, -118.222409694906, -118.223134702341, -118.22583691989, -118.228338635009, -118.230478860241, -118.237069104801, -118.232814178274, -118.231683617175, -118.228935597807, -118.227866028738, -118.225295617889, -118.223946025088, -118.221648725986, -118.220946336678, -118.219772497445, -118.217091256759, -118.212598860241, -118.211483139445, -118.21011509533, -118.208546342372, -118.207954728614, 34.1130861325902, 
34.1125729696474, 34.1093920017406, 34.1049708472209, 34.1038731018924, 34.1023629563803, 34.1013240063321, 34.0989288336231, 34.0952339538566, 34.0949590783745, 34.0953058404811, 34.0926240904707, 34.0919908766589, 34.0886971260035, 34.0874168875703, 34.0863168725264, 34.085367055986, 34.0838830152899, 34.0830529387366, 34.07925302987, 34.0792849381753, 34.0824869458739, 34.0859809875919, 34.0875849512763, 34.0879100478167, 34.0893799648523, 34.0908350201678, 34.0897909715551, 34.0874529634767, 
34.0864310846909, 34.0877669556551, 34.0887341641593, 34.0906120278832, 34.0938618612534, 34.0955811058409, 34.0943380948601, 34.1022089927859, 34.1044681178117, 34.1047708388437, 34.1049110663732, 34.1051768833504, 34.1062629918015, 34.1074429636621, 34.1087898788794, 34.1105178602551, 34.1107418919746, 34.1106011005176, 34.113395087027, 34.1144168497661, 34.1149581624904, 34.113849021164, 34.1130861325902)))",2021-07-09,58,1,1,24145,24145,District 1,District 1 - H. Solis,0,0.16,NA
